id,lat,lng,artdtsch,gattungdeutsch,strname,hausnr,standortnr,pflanzjahr,standalter,bezirk,wassermenge,wassersumme,anzahlG
_1444mfd4i,13.49498,52.51589,Sommer-Linde,LINDE,Hubertusstraße,unbekannte Nummer,21SB20,1999,20,Lichtenberg,50,335,12
_14eg3wyct,13.36241,52.49101,Kaiser-Linde,LINDE,Neue Steinmetzstraße,6,17707,1994,25,Tempelhof-Schöneberg,50,210,6
_14jlo7y0l,13.41131,52.54273,Gemeine Rosskastanie,ROSSKASTANIE,unbekannte Straße,unbekannte Nummer,70553,1938,81,Pankow,10,135,4
_14phuqic0,13.36191,52.48848,Kaiser-Linde,LINDE,Crellestraße,34,17892,1986,33,Tempelhof-Schöneberg,10,35,2
_14yvb90w8,13.48434,52.62046,Winter-Linde,LINDE,Busonistraße,unbekannte Nummer,06449,1997,22,Pankow,10,10,1
_14zvtxwtl,13.35688,52.55211,Säulen-Weiss-Dorn,WEIßDORN,Malplaquetstraße,23,30617,2013,6,Mitte,10,10,1
_156c0mra2,13.35866,52.5344,Spitz-Ahorn,AHORN,Lehrter Straße,54,222520,1986,33,Mitte,10,160,5
_15ci393pp,13.49562,52.50535,Winter-Linde,LINDE,Weitlingstraße,unbekannte Nummer,24SB47,1999,20,Lichtenberg,10,170,6
_15kzta93r,13.3476,52.53986,Japan-Birke,BIRKE,Buchstraße,7,366700,1973,46,Mitte,10,45,3
_15y3dir97,13.41412,52.49971,Ahornblättrige Platane,PLATANE,Erkelenzdamm,unbekannte Nummer,01183,1924,95,Friedrichshain-Kreuzberg,25,55,4
_1619150pl,13.35465,52.54286,Winter-Linde,LINDE,Triftstraße,52,30668,2005,14,Mitte,25,25,1
_162a2vacx,13.36664,52.50076,Einblattakazie,ROBINIE,Körnerstraße,12,243200,1985,34,Mitte,25,50,2
_162tuhhlk,13.33409,52.47543,Gewöhnliche Esche,ESCHE,Perelsplatz,14,17786,1999,20,Tempelhof-Schöneberg,50,80,3
_1663bo6gb,13.31601,52.47328,Holländische Linde,LINDE,Rüdesheimer Platz,GEGÜ.3,07132,1955,64,Charlottenburg-Wilmersdorf,50,250,5
_1696q5tb4,13.31991,52.51704,Spitz-Ahorn 'Emerald Queen',AHORN,Guerickestraße,unbekannte Nummer,01741,2004,15,Charlottenburg-Wilmersdorf,10,420,20
_16ieu9u8d,13.33422,52.48994,Amerikanische Linde,LINDE,Helmstedter Straße,9,01932,1986,33,Charlottenburg-Wilmersdorf,25,25,1
_16ihb69q0,13.39661,52.53397,Holländische Linde,LINDE,Strelitzer Straße,4,194300,1980,39,Mitte,10,10,1
_16o6tu3ey,13.41335,52.554,Winter-Linde,LINDE,Bornholmer Straße,unbekannte Nummer,06087,1993,26,Pankow,50,50,1
_16obv9rz1,13.46302,52.51859,Spitz-Ahorn,AHORN,unbekannte Straße,unbekannte Nummer,60114,1980,39,Friedrichshain-Kreuzberg,50,300,6
_16qizw80l,13.33719,52.47559,Spitz-Ahorn,AHORN,Hähnelstraße,5,17683,1951,68,Tempelhof-Schöneberg,25,25,1
_17jaawakm,13.40832,52.54012,"Gemeine Kiefer, Wald-Kiefer",KIEFER,unbekannte Straße,unbekannte Nummer,79441,2012,7,Pankow,50,50,1
_17otq8ivi,13.49769,52.51262,Ahornblättrige Platane,PLATANE,Siegfriedstraße,unbekannte Nummer,21SB47,1982,37,Lichtenberg,10,20,2
_17ppzrhj1,13.47607,52.50409,Spitz-Ahorn,AHORN,Pfarrstraße,unbekannte Nummer,,2005,14,Lichtenberg,50,50,1
_17tnse0it,13.45246,52.51206,Kaiser-Linde,LINDE,Warschauer Straße,unbekannte Nummer,WARSCH,2007,12,Friedrichshain-Kreuzberg,50,50,1
_17wqwq80y,13.33508,52.47542,Gewöhnliche Esche,ESCHE,Perelsplatz,18,17786,2006,13,Tempelhof-Schöneberg,50,150,3
_18hr823jc,13.43128,52.50069,Linde,LINDE,Lausitzer Platz,unbekannte Nummer,07050,1956,63,Friedrichshain-Kreuzberg,50,50,1
_18kyb52y2,13.39455,52.50395,Sand-Birke,BIRKE,unbekannte Straße,unbekannte Nummer,00043,1994,25,Friedrichshain-Kreuzberg,50,200,4
_18l3x6942,13.34221,52.52808,Baum-Hasel,HASEL,Bugenhagenstraße,5,221020,1986,33,Mitte,25,50,2
_18lyst0vm,13.34964,52.43448,Winter-Linde,LINDE,Paul-Schneider-Straße,33,3418,1945,74,Steglitz-Zehlendorf,10,70,4
_18pzomrxf,13.3832,52.55862,Japanische Zierkirsche 'Kanzan',undefined,unbekannte Straße,unbekannte Nummer,301010,1995,24,Mitte,50,350,7
_18rj3p1ne,13.53284,52.47596,Chinesische Wild-Birne,BIRNE,Lisbeth-Stern-Straße,unbekannte Nummer,32SB24,2008,11,Lichtenberg,50,50,1
_1910lnyxk,13.19788,52.55169,Baum-Hasel,HASEL,Eckschanze,20,01058-Str,2014,5,Spandau,10,35,4
_192g025z9,13.27297,52.63672,Hainbuche,HAINBUCHE,Laurinsteig,42,02719-Str,1985,34,Reinickendorf,10,10,1
_19cddk2vl,13.41884,52.52861,Linde,LINDE,Prenzlauer Berg,unbekannte Nummer,42300,1998,21,Pankow,25,25,1
_19lo1csxn,13.36693,52.50094,Einblattakazie,ROBINIE,Körnerstraße,16,243200,1985,34,Mitte,25,75,3
_19nrvpkdl,13.39641,52.56417,Linde,LINDE,Rettigweg,unbekannte Nummer,42392,1949,70,Pankow,50,50,1
_19r5khchv,13.4452,52.49888,Echter Rotdorn,WEIßDORN,Cuvrystraße,unbekannte Nummer,00895,1975,44,Friedrichshain-Kreuzberg,25,75,2
_19wk66y3a,13.21462,52.43782,Sommer-Linde,LINDE,Matterhornstraße,57,3007,1955,64,Steglitz-Zehlendorf,10,10,1
_19zl2d01c,13.30216,52.47025,Japanische Zierkirsche 'Kanzan',undefined,Borkumer Straße,2,00666,1979,40,Charlottenburg-Wilmersdorf,50,50,1
_1a2t67rym,13.41455,52.49432,Hainbuche,HAINBUCHE,unbekannte Straße,unbekannte Nummer,50075,1925,94,Friedrichshain-Kreuzberg,50,200,4
_1a3xumto9,13.43926,52.46219,Winter-Linde,LINDE,unbekannte Straße,unbekannte Nummer,325.024,,undefined,Neukölln,10,10,1
_1a57buain,13.45493,52.52088,Rot-/Weißdorn,WEIßDORN,Thaerstraße,unbekannte Nummer,THAERSTR,1992,27,Friedrichshain-Kreuzberg,10,175,17
_1anoupfo6,13.39514,52.53438,Winter-Linde,LINDE,Anklamer Straße,52,167600,1935,84,Mitte,25,25,1
_1arb0sylp,13.33833,52.48683,Echter Rotdorn,WEIßDORN,Bozener Straße,17,17895,2007,12,Tempelhof-Schöneberg,50,100,2
_1arxfxvgn,13.48092,52.49918,Schwarz-Ahorn 'Faassen's Black',AHORN,Schlichtallee,unbekannte Nummer,29SB16,1982,37,Lichtenberg,5,160,8
_1asppunfd,13.47862,52.50374,Spitz-Ahorn,AHORN,Spittastraße,unbekannte Nummer,23SB12,1924,95,Lichtenberg,50,50,1
_1b56r9op6,13.31229,52.50777,Dreidorniger Lederhülsenbaum,GLEDITSCHIE,Pestalozzistraße,91,03433,1958,61,Charlottenburg-Wilmersdorf,10,10,1
_1baolpfhn,13.49138,52.50292,Trauben-Kirsche,undefined,Emanuelstraße,unbekannte Nummer,24SB16,2003,16,Lichtenberg,5,5,1
_1bnph9mii,13.29853,52.61791,Spitz-Ahorn,AHORN,Friedrichsthaler Weg,13,01400-Str,1954,65,Reinickendorf,25,50,2
_1byl6yh9b,13.32152,52.47685,Gemeine Rosskastanie,ROSSKASTANIE,Kreisauer Straße,5,17848,1951,68,Tempelhof-Schöneberg,50,50,1
_1ccjsqn1t,13.34991,52.50167,Silber-Linde,LINDE,Courbièrestraße,5,17900,1991,28,Tempelhof-Schöneberg,10,20,2
_1ceetx8aa,13.30533,52.51732,Kaiser-Linde,LINDE,Schustehrusstraße,3,04054,1990,29,Charlottenburg-Wilmersdorf,25,50,2
_1cooz54fi,13.32425,52.59273,Winter-Linde,LINDE,unbekannte Straße,unbekannte Nummer,00998,1910,109,Reinickendorf,50,50,1
_1d4efwn5e,13.4638,52.51851,Spitz-Ahorn,AHORN,unbekannte Straße,unbekannte Nummer,60114,1976,43,Friedrichshain-Kreuzberg,50,300,6
_1dh3yccyg,13.39345,52.38895,Baum-Hasel,HASEL,Wünsdorfer Straße,94,4957,2014,5,Tempelhof-Schöneberg,10,10,1
_1di0okaxq,13.46713,52.51709,Chinesische Wild-Birne,BIRNE,Schreinerstraße,unbekannte Nummer,SCHREIN,1999,20,Friedrichshain-Kreuzberg,10,10,1
_1diavzcsr,13.41896,52.49641,Schwarz-Pappel,PAPPEL,unbekannte Straße,unbekannte Nummer,50033,1893,126,Friedrichshain-Kreuzberg,25,25,1
_1domuv4ue,13.41279,52.5451,Holländische Linde,LINDE,Schönhauser Allee,unbekannte Nummer,42616,1954,65,Pankow,10,170,5
_1ect5ktf8,13.5121,52.4296,Winter-Linde 'Greenspire',LINDE,Eisenhutweg,unbekannte Nummer,40074,2006,13,Treptow-Köpenick,25,100,4
_1elsszvjm,13.33418,52.47554,Sand-Birke,BIRKE,Perelsplatz,unbekannte Nummer,17786,2007,12,Tempelhof-Schöneberg,50,100,2
_1epnb8k93,13.33536,52.46864,Kaiser-Linde,LINDE,Dickhardtstraße,46,17891,2000,19,Tempelhof-Schöneberg,25,200,6
_1ev68z4sw,13.31455,52.4672,Krim-Linde,LINDE,Kreuznacher Straße,38,02587,1965,54,Charlottenburg-Wilmersdorf,25,25,1
_1f0lunigr,13.37127,52.54205,Großblättrige Sommerlinde,LINDE,Schönwalder Straße,14,364400,2015,4,Mitte,50,150,3
_1f28b01gl,13.47826,52.49233,Sumpf-Eiche,EICHE,Tunnelstraße,unbekannte Nummer,,2000,19,Friedrichshain-Kreuzberg,25,25,1
_1f5p4s4u5,13.42687,52.49014,Winter-Linde,LINDE,Lenaustraße,8,2738,1980,39,Neukölln,10,10,1
_1f7r3yqaq,13.28127,52.43101,Krim-Linde,LINDE,Schottmüllerstraße,22,4023,1965,54,Steglitz-Zehlendorf,25,100,3
_1f8vaokn8,13.4441,52.49984,Winter-Linde,LINDE,Schlesische Straße,hsnr 9,03964,2014,5,Friedrichshain-Kreuzberg,25,85,3
_1f997e3ul,13.29081,52.51461,Ahornblättrige Platane,PLATANE,Danckelmannstraße,16,00919,1984,35,Charlottenburg-Wilmersdorf,10,10,1
_1f9i57wk7,13.3946,52.54674,"Berg-Ahorn, Weiss-Ahorn",AHORN,Swinemünder Straße,67,377300,1985,34,Mitte,50,50,1
_1feap2kkd,13.42367,52.54404,Baum-Hasel,HASEL,Stargarder Straße,unbekannte Nummer,42762,1990,29,Pankow,50,70,3
_1fkzudr1q,13.49989,52.507,Eingriffliger Weissdorn,WEIßDORN,Heinrichstraße,unbekannte Nummer,24SB20,1998,21,Lichtenberg,50,75,2
_1fm5fzgbf,13.33067,52.42424,Gemeine Rosskastanie,ROSSKASTANIE,Ferdinandstraße,14,001263,1915,104,Steglitz-Zehlendorf,25,25,1
_1fosc6qeg,13.33212,52.46022,Borstige Robinie,ROBINIE,Kniephofstraße,ggü 5,2486,1970,49,Steglitz-Zehlendorf,10,10,1
_1fu4m26sm,13.23137,52.572,Spitz-Ahorn,AHORN,Beatestraße,34,00454-Str,2012,7,Reinickendorf,10,135,5
_1h3eva1su,13.29221,52.50489,Ahornblättrige Platane,PLATANE,Trendelenburgstraße,8,04538,2004,15,Charlottenburg-Wilmersdorf,25,290,11
_1h8uo97q7,13.38667,52.4579,Kaiser-Linde,LINDE,Friedrich-Wilhelm-Straße,90,1404,1954,65,Tempelhof-Schöneberg,25,275,10
_1hooef78m,13.43836,52.59683,Sumpf-Eiche,EICHE,unbekannte Straße,unbekannte Nummer,388,2018,1,Pankow,10,10,1
_1hzxeips3,13.39258,52.4858,Baum-Hasel,HASEL,Schwiebusser Straße,unbekannte Nummer,04092,1978,41,Friedrichshain-Kreuzberg,10,35,2
_1i4dct8lo,13.44994,52.44812,"Berg-Ahorn, Weiss-Ahorn",AHORN,Fritz-Reuter-Allee,48,1414,2012,7,Neukölln,25,25,1
_1i8mayp0k,13.50547,52.50593,Rotblühende Rosskastanie,ROSSKASTANIE,Eggersdorfer Straße,unbekannte Nummer,24SB57,2018,1,Lichtenberg,50,50,1
_1ic1a6h9x,13.41978,52.54909,Ahornblättrige Platane,PLATANE,Wichertstraße,unbekannte Nummer,43547,1995,24,Pankow,50,125,4
_1icqdkgo9,13.34987,52.47981,Blutpflaume,undefined,Gustav-Freytag-Straße,5,17872,1970,49,Tempelhof-Schöneberg,5,5,1
_1if17m80y,13.47077,52.49672,Großblättrige Robinie,ROBINIE,Fischzug,unbekannte Nummer,FISCHZUG,2004,15,Friedrichshain-Kreuzberg,10,10,1
_1j1sj5ptw,13.31993,52.48145,Linde,LINDE,Paretzer Straße,unbekannte Nummer,03397,1977,42,Charlottenburg-Wilmersdorf,10,20,2
_1jogqptxy,13.39456,52.5039,Sand-Birke,BIRKE,unbekannte Straße,unbekannte Nummer,00043,1993,26,Friedrichshain-Kreuzberg,50,200,4
_1jvsuus4y,13.3825,52.49361,Linde,LINDE,Yorckstraße,unbekannte Nummer,04977,1992,27,Friedrichshain-Kreuzberg,50,200,4
_1kegpj67q,13.47048,52.51729,"Berg-Ahorn, Weiss-Ahorn",AHORN,unbekannte Straße,unbekannte Nummer,60114,1983,36,Friedrichshain-Kreuzberg,10,160,4
_1kjcq81rh,13.3355,52.44226,Spitz-Ahorn,AHORN,Nicolaistraße,30,003234,1965,54,Steglitz-Zehlendorf,25,25,1
_1klnhqisv,13.38176,52.49152,Apfel-Dorn,WEIßDORN,Hagelberger Straße,unbekannte Nummer,01792,1998,21,Friedrichshain-Kreuzberg,50,75,2
_1l19ee288,13.45251,52.51213,Kaiser-Linde,LINDE,Warschauer Straße,unbekannte Nummer,WARSCH,2000,19,Friedrichshain-Kreuzberg,50,50,1
_1l36jpkz5,13.49464,52.50636,Spitz-Ahorn 'Olmstedt',AHORN,Eitelstraße,GGÜ.70,24SB15,2018,1,Lichtenberg,50,100,3
_1lcsc4a7b,13.36468,52.49518,Trauben-Eiche,EICHE,Kirchbachstraße,20,17849,1973,46,Tempelhof-Schöneberg,50,50,1
_1lkn4fs4w,13.44236,52.48861,Baum-Hasel,HASEL,Onckenstraße,unbekannte Nummer,010204,2000,19,Treptow-Köpenick,10,10,1
_1lrq38vqm,13.36945,52.48989,Sommer-Linde,LINDE,Hochkirchstraße,7,17678,1950,69,Tempelhof-Schöneberg,10,10,1
_1lswuw4rp,13.47767,52.49259,Sumpf-Eiche,EICHE,Alt-Stralau,unbekannte Nummer,ALT-STRA,2000,19,Friedrichshain-Kreuzberg,25,25,1
_1m1zls58u,13.23495,52.61033,Spitz-Ahorn,AHORN,Jägerweg,20,02215-Str,2011,8,Reinickendorf,10,10,1
_1m3uce3of,13.55122,52.44193,"Berg-Ahorn, Weiss-Ahorn",AHORN,Hoffmannstraße,unbekannte Nummer,070434,1937,82,Treptow-Köpenick,10,10,1
_1m9edsfj6,13.45957,52.52254,Spitz-Ahorn 'Deborah',AHORN,unbekannte Straße,unbekannte Nummer,80101,2007,12,Pankow,10,385,9
_1mgi75om3,13.44493,52.51027,Sand-Birke,BIRKE,unbekannte Straße,unbekannte Nummer,62161,1953,66,Friedrichshain-Kreuzberg,50,50,1
_1mw7nffab,13.311,52.62177,Winter-Linde,LINDE,Roedernstraße,13,03745-Str,1960,59,Reinickendorf,25,25,1
_1n2oyzab0,13.46711,52.518,Pflaumenblättriger Weiss-Dorn,WEIßDORN,Bänschstraße,63,BÄNSCHST,2014,5,Friedrichshain-Kreuzberg,25,200,6
_1n7f6ynce,13.31973,52.51723,Spitz-Ahorn 'Emerald Queen',AHORN,Guerickestraße,unbekannte Nummer,01741,2006,13,Charlottenburg-Wilmersdorf,50,100,2
_1o20f8hwz,13.33618,52.46347,Winter-Linde,LINDE,Lauenburger Straße,5,2718,1976,43,Steglitz-Zehlendorf,50,50,1
_1o6bn3qku,13.32489,52.49088,Winter-Linde 'Greenspire',LINDE,Holsteinische Straße,19,02067,2009,10,Charlottenburg-Wilmersdorf,25,25,1
_1o9upcodh,13.33338,52.49515,Holländische Linde,LINDE,Nachodstraße,19,03166,1955,64,Charlottenburg-Wilmersdorf,50,50,1
_1ohqtz551,13.20351,52.54559,Winter-Linde,LINDE,Schönwalder Straße,16,04013-Str,1983,36,Spandau,25,305,13
_1oms4y4fv,13.40515,52.49591,Rotblühende Rosskastanie,ROSSKASTANIE,Baerwaldstraße,unbekannte Nummer,00394,1986,33,Friedrichshain-Kreuzberg,50,100,2
_1omunbnk5,13.32368,52.57097,Douglasfichte,DOUGLASIE,unbekannte Straße,unbekannte Nummer,00006,1985,34,Reinickendorf,10,20,2
_1p5y6avur,13.55624,52.43641,Spitz-Ahorn,AHORN,Wassermannstraße,unbekannte Nummer,070974,1957,62,Treptow-Köpenick,5,5,1
_1pyu4dw6k,13.34824,52.45346,Baum-Hasel,HASEL,Munsterdamm,45,3156,1960,59,Steglitz-Zehlendorf,10,20,2
_1q5az6ekh,13.36227,52.49099,Gemeine Rosskastanie,ROSSKASTANIE,Neue Steinmetzstraße,1,17707,2003,16,Tempelhof-Schöneberg,50,685,16
_1qa17tl12,13.46958,52.51746,Pflaumenblättriger Weiss-Dorn,WEIßDORN,unbekannte Straße,unbekannte Nummer,60114,2016,3,Friedrichshain-Kreuzberg,10,160,4
_1qb9pedtf,13.58045,52.45527,Holländische Linde,LINDE,Mandrellaplatz,unbekannte Nummer,101694,1940,79,Treptow-Köpenick,10,10,1
_1qfoff36m,13.30174,52.43798,Spitz-Ahorn,AHORN,Holbeinstraße,ggü 63,002061,1989,30,Steglitz-Zehlendorf,5,70,8
_1qgclm79d,13.4716,52.49613,Sand-Birke,BIRKE,unbekannte Straße,unbekannte Nummer,60458,1991,28,Friedrichshain-Kreuzberg,5,75,8
_1qovrfnr5,13.44311,52.48655,Winter-Linde,LINDE,Bouchéstraße,52,6088,1920,99,Neukölln,10,10,1
_1qszyr19l,13.43845,52.49899,Robinie,ROBINIE,Sorauer Straße,unbekannte Nummer,04231,1963,56,Friedrichshain-Kreuzberg,10,10,1
_1r8szz5y0,13.38686,52.54077,Berg-Ahorn 'Atropurpureum',AHORN,Voltastraße,6,30641,1949,70,Mitte,25,75,2
_1rarevvwd,13.44982,52.44853,"Berg-Ahorn, Weiss-Ahorn",AHORN,Fritz-Reuter-Allee,46,1414,2012,7,Neukölln,25,25,1
_1rkz6zwdg,13.47792,52.49254,Sumpf-Eiche,EICHE,Alt-Stralau,unbekannte Nummer,,2000,19,Friedrichshain-Kreuzberg,25,25,1
_1rmvrw4m8,13.43247,52.53017,Japanische Zierkirsche 'Kanzan',undefined,Käthe-Niederkirchner-Straße,unbekannte Nummer,41804,1988,31,Pankow,25,25,1
_1rpbqm6ve,13.46378,52.51846,Pflaumenblättriger Weiss-Dorn,WEIßDORN,unbekannte Straße,unbekannte Nummer,60114,2016,3,Friedrichshain-Kreuzberg,50,300,6
_1slteqsxt,13.43789,52.53432,Hainbuche,HAINBUCHE,Bötzowstraße,unbekannte Nummer,40403,1988,31,Pankow,50,135,4
_1sor6ixsf,13.37459,52.45785,Kaiser-Linde,LINDE,Burgemeisterstraße,unbekannte Nummer,814,1959,60,Tempelhof-Schöneberg,50,50,1
_1sv98r9ux,13.45442,52.52447,Winter-Linde,LINDE,Hausburgstraße,unbekannte Nummer,HAUSBURG,2018,1,Friedrichshain-Kreuzberg,10,85,7
_1sw8lfoe6,13.33425,52.4884,Winter-Linde 'Greenspire',LINDE,Helmstedter Straße,15,01932,2010,9,Charlottenburg-Wilmersdorf,5,5,1
_1t29vfku1,13.2168,52.42611,Robinie,ROBINIE,Schlehdornsteig,9,5664,1988,31,Steglitz-Zehlendorf,25,60,3
_1td0b5nsh,13.63031,52.45523,Gemeine Rosskastanie,ROSSKASTANIE,Kastanienallee,unbekannte Nummer,110454,2000,19,Treptow-Köpenick,5,20,3
_1tzpo5fda,13.35704,52.54955,Winter-Linde,LINDE,Utrechter Straße,13,30637,2005,14,Mitte,25,25,1
_1u25545im,13.36255,52.48162,Baum-Hasel,HASEL,Gustav-Müller-Straße,36,17682,1982,37,Tempelhof-Schöneberg,10,10,1
_1u3q69qop,13.4862,52.47686,Spitz-Ahorn 'Allershausen',AHORN,Neue Krugallee,unbekannte Nummer,030304,2018,1,Treptow-Köpenick,50,200,4
_1u4vxpfkk,13.34799,52.5466,Hainbuche,HAINBUCHE,Lütticher Straße,46,372700,1989,30,Mitte,50,50,1
_1uijyzlpu,13.46701,52.51804,Sand-Birke,BIRKE,Bänschstraße,unbekannte Nummer,BÄNSCHST,1955,64,Friedrichshain-Kreuzberg,25,105,5
_1ujnu30sg,13.46776,52.51779,"Berg-Ahorn, Weiss-Ahorn",AHORN,unbekannte Straße,unbekannte Nummer,60114,1980,39,Friedrichshain-Kreuzberg,10,170,6
_1umj0bl3r,13.44055,52.49419,Ahornblättrige Platane,PLATANE,Ratiborstraße,unbekannte Nummer,03608,1969,50,Friedrichshain-Kreuzberg,10,135,9
_1uudj6kqd,13.29462,52.44623,"Sommer-Eiche, Stiel-Eiche",EICHE,Unter den Eichen,61,4602,1989,30,Steglitz-Zehlendorf,25,75,2
_1v10pvjsc,13.43942,52.46247,Winter-Linde,LINDE,unbekannte Straße,unbekannte Nummer,325.024,,undefined,Neukölln,10,10,1
_1v3yi8dbx,13.30042,52.5154,Herzblättrige Erle,ERLE,Haubachstraße,40,01860,1987,32,Charlottenburg-Wilmersdorf,10,80,8
_1vp8k996s,13.36337,52.55207,Großblättrige Robinie,ROBINIE,Liebenwalder Straße,13,30618,1990,29,Mitte,25,25,1
_1w6mja0sn,13.46569,52.51778,"Oxelbeere, Schwedische Mehlbeere",MEHLBEERE,Samariterstraße,unbekannte Nummer,SAMARITE,1998,21,Friedrichshain-Kreuzberg,10,10,1
_1w6uhfi93,13.41527,52.57239,Urweltmammutbaum,URWELT-MAMMUTBAUM,Stiftsweg,unbekannte Nummer,,1990,29,Pankow,10,10,1
_1w6x8br80,13.37962,52.49306,Linde,LINDE,Möckernstraße,unbekannte Nummer,03096,1945,74,Friedrichshain-Kreuzberg,25,25,1
_1wc0odn13,13.43201,52.49078,Winter-Linde,LINDE,Nansenstraße,17,3173,1975,44,Neukölln,25,150,6
_1wmdnkc3y,13.32546,52.46734,Spitz-Ahorn,AHORN,Blankenbergstraße,1,17643,2003,16,Tempelhof-Schöneberg,10,35,2
_1wqrlb4da,13.43759,52.53261,Spitz-Ahorn,AHORN,unbekannte Straße,unbekannte Nummer,70912,1933,86,Pankow,50,50,1
_1wshju81z,13.42746,52.48175,Kaiser-Linde,LINDE,Mainzer Straße,18,2922,1983,36,Neukölln,50,60,2
_1wvf2xamc,13.434,52.55142,Winter-Linde,LINDE,Lehderstraße,unbekannte Nummer,41738,2003,16,Pankow,25,25,1
_1wyfi36nd,13.35176,52.49316,Silber-Ahorn,AHORN,Kyffhäuserstraße,19,17692,1951,68,Tempelhof-Schöneberg,25,125,5
_1wyjdm06a,13.41624,52.52024,Baum-Hasel,HASEL,Alexanderstraße,11,165500,1990,29,Mitte,5,5,1
_1xads79xb,13.40479,52.49548,Rotblühende Rosskastanie,ROSSKASTANIE,Baerwaldstraße,unbekannte Nummer,00394,1985,34,Friedrichshain-Kreuzberg,50,100,2
_1xl0ws3i7,13.37669,52.4917,Linde,LINDE,Yorckstraße,unbekannte Nummer,04977,1991,28,Friedrichshain-Kreuzberg,50,200,4
_1xvnih86o,13.33927,52.47426,Spitz-Ahorn,AHORN,Wielandstraße,43,17747,1957,62,Tempelhof-Schöneberg,25,25,1
_1yews8qo2,13.45668,52.50984,Holländische Linde,LINDE,Wühlischstraße,unbekannte Nummer,WÜHLISCH,1973,46,Friedrichshain-Kreuzberg,50,135,5
_1yiihlvlo,13.45726,52.52282,Rotblühende Rosskastanie,ROSSKASTANIE,unbekannte Straße,unbekannte Nummer,80101,2007,12,Pankow,5,290,12
_1yk5606oc,13.38648,52.45792,Kaiser-Linde,LINDE,Friedrich-Wilhelm-Straße,88,1404,1957,62,Tempelhof-Schöneberg,25,300,11
_1yqk9rk05,13.46331,52.49935,Baum-Hasel,HASEL,Corinthstraße,50,CORINTHS,2004,15,Friedrichshain-Kreuzberg,25,175,5
_1zdl0mnf4,13.40359,52.53397,Winter-Linde,LINDE,Zionskirchstraße,34,197900,1990,29,Mitte,25,430,17
_1zdrlzq4p,13.35277,52.54812,Pyramiden-Hainbuche,HAINBUCHE,Genter Straße,56,30599,2013,6,Mitte,5,5,1
_201lnqevh,13.29265,52.51327,Spitz-Ahorn,AHORN,Knobelsdorffstraße,25,02488,1974,45,Charlottenburg-Wilmersdorf,25,25,1
_208vsjf66,13.40335,52.56548,Holländische Linde,LINDE,Florastraße,unbekannte Nummer,40849,1949,70,Pankow,10,10,1
_20tjo19zr,13.29224,52.49584,Gemeine Rosskastanie,ROSSKASTANIE,Seesener Straße,27,04118,1955,64,Charlottenburg-Wilmersdorf,25,25,1
_20x3phko1,13.31215,52.50789,Kaiser-Linde,LINDE,Pestalozzistraße,22,03433,1993,26,Charlottenburg-Wilmersdorf,10,220,9
_21u6v2vrv,13.42846,52.42107,Holländische Linde,LINDE,Alt-Buckow,52,73,1986,33,Neukölln,25,35,2
_21zd72b4a,13.39395,52.50226,Pyramiden-Eiche,EICHE,E.T.A.-Hoffmann-Promenade,unbekannte Nummer,06036,1979,40,Friedrichshain-Kreuzberg,50,50,1
_238fj7yh5,13.39483,52.5356,Spitz-Ahorn,AHORN,Strelitzer Straße,60,194300,1980,39,Mitte,10,10,1
_238q2rlgb,13.43306,52.53504,Gewöhnliche Felsenbirne,FELSENBIRNE,Dietrich-Bonhoeffer-Straße,unbekannte Nummer,43605,2017,2,Pankow,25,25,1
_23q5fj0zt,13.33924,52.47371,Kaiser-Linde,LINDE,Wielandstraße,40,17747,2016,3,Tempelhof-Schöneberg,25,25,1
_23scrm2e5,13.50553,52.5058,Gemeine Rosskastanie,ROSSKASTANIE,Eggersdorfer Straße,unbekannte Nummer,24SB57,2013,6,Lichtenberg,10,85,3
_24ack0v9k,13.5749,52.45323,Sommer-Linde,LINDE,Bahnhofstraße,unbekannte Nummer,100404,1998,21,Treptow-Köpenick,10,55,4
_24e2vqga5,13.35098,52.5754,Ahornblättrige Platane,PLATANE,Alt-Reinickendorf,25,00104-Str,2002,17,Reinickendorf,25,160,10
_24evndseu,13.43073,52.61231,Gemeine Rosskastanie,ROSSKASTANIE,Triftstraße,unbekannte Nummer,43348,2007,12,Pankow,5,10,2
_24k972pbj,13.40263,52.56427,Winter-Linde,LINDE,Heynstraße,unbekannte Nummer,41301,1949,70,Pankow,10,10,1
_24ws492ya,13.46751,52.51784,Spitz-Ahorn,AHORN,unbekannte Straße,unbekannte Nummer,60114,1974,45,Friedrichshain-Kreuzberg,10,145,5
_253q4y820,13.33555,52.52853,Zier-Feld-Ahorn 'Red Shine',AHORN,Waldenserstraße,28,220920,2017,2,Mitte,25,25,1
_25ehqi72q,13.47993,52.50305,Zweigriffliger Weissdorn,WEIßDORN,Türrschmidtstraße,unbekannte Nummer,,2017,2,Lichtenberg,25,25,1
_25ezyfwts,13.46623,52.50588,Spitz-Ahorn,AHORN,Sonntagstraße,unbekannte Nummer,SONNTAGS,1993,26,Friedrichshain-Kreuzberg,25,25,1
_25f114wkf,13.48267,52.53787,Kaiser-Linde,LINDE,Sandinostraße,18C,15SB10,2014,5,Lichtenberg,50,50,1
_25hcnlrf6,13.40921,52.56033,Winter-Linde 'Greenspire',LINDE,Zillertalstraße,unbekannte Nummer,43654,2003,16,Pankow,25,125,4
