id,lat,lng,artdtsch,gattungdeutsch,strname,hausnr,standortnr,pflanzjahr,standalter,bezirk,wassermenge,wassersumme,anzahlG
_62l5d6jl1,13.49076,52.50191,"Süss-Kirsche,Vogel-Kirsche",undefined,Emanuelstraße,14,24SB16,2010,9,Lichtenberg,10,10,1
_62vg9aa4u,13.46558,52.51819,"Berg-Ahorn, Weiss-Ahorn",AHORN,unbekannte Straße,unbekannte Nummer,60114,1973,46,Friedrichshain-Kreuzberg,10,320,8
_62vw8utfz,13.34947,52.48812,Sommer-Linde,LINDE,Eisenacher Straße,59,,1974,45,Tempelhof-Schöneberg,50,50,1
_62w9um7s3,13.42939,52.50079,Gleditschie 'Skyline',GLEDITSCHIE,Waldemarstraße,unbekannte Nummer,04669,2008,11,Friedrichshain-Kreuzberg,50,50,1
_62xgot3vh,13.3272,52.48527,Krim-Linde,LINDE,Wilhelmsaue,10,04868,1975,44,Charlottenburg-Wilmersdorf,50,375,8
_63s3wzg3n,13.42373,52.49006,Schwarz-Ahorn 'Faassen's Black',AHORN,Kottbusser Damm,unbekannte Nummer,02567,1994,25,Friedrichshain-Kreuzberg,10,40,4
_63xh5lmhi,13.44772,52.48429,Winter-Linde,LINDE,Elsenstraße,61,6098,1955,64,Neukölln,50,100,2
_64xkpciue,13.34138,52.52775,Einblattakazie,ROBINIE,Wilhelmshavener Straße,3,220720,1975,44,Mitte,50,50,1
_651d74wnn,13.34144,52.52787,Einblattakazie,ROBINIE,Wilhelmshavener Straße,4,220720,1975,44,Mitte,25,25,1
_659t9uubd,13.3869,52.53017,Weidenblättrige Birne,BIRNE,Schlegelstraße,11,191600,1998,21,Mitte,50,50,1
_65h6yebhq,13.43115,52.42053,Linde,LINDE,unbekannte Straße,unbekannte Nummer,211.570,,undefined,Neukölln,50,125,3
_65r7e4k0h,13.33181,52.44015,Spitz-Ahorn,AHORN,Calandrellistraße,20-22,000830,2013,6,Steglitz-Zehlendorf,25,75,3
_65y3qmpmr,13.33892,52.48663,Gemeine Rosskastanie,ROSSKASTANIE,Meraner Straße,13,17834,2004,15,Tempelhof-Schöneberg,10,135,4
_65yrry14r,13.29888,52.44478,Ahornblättrige Platane,PLATANE,Prausestraße,34a,003517,1890,129,Steglitz-Zehlendorf,50,150,3
_66442ya8g,13.43901,52.46654,Linde,LINDE,Reinholdstraße,10,,1982,37,Neukölln,50,60,2
_66c7z1ngo,13.31689,52.44685,Robinie,ROBINIE,Marschnerstraße,3,002984,1940,79,Steglitz-Zehlendorf,25,25,1
_66l3xqraq,13.46599,52.51797,Krim-Linde,LINDE,Samariterstraße,unbekannte Nummer,SAMARITE,1961,58,Friedrichshain-Kreuzberg,25,375,10
_67poy1tju,13.23329,52.62061,Winter-Linde,LINDE,Krantorweg,14,02576-Str,1964,55,Reinickendorf,50,1100,22
_681ec6f7k,13.41557,52.49589,Linde,LINDE,Admiralstraße,unbekannte Nummer,00016,1981,38,Friedrichshain-Kreuzberg,25,150,4
_683j4c900,13.34495,52.54916,Winter-Linde,LINDE,Kameruner Straße,42,30624,1946,73,Mitte,10,10,1
_686zcvccr,13.38715,52.59566,Eiche,EICHE,unbekannte Straße,unbekannte Nummer,787,2014,5,Pankow,50,50,1
_68b09edmw,13.24863,52.4363,Amerikanische Rot-Eiche,EICHE,Beerenstraße,ggü 2,461,2008,11,Steglitz-Zehlendorf,10,20,2
_68n5cwjwe,13.40595,52.50866,Winter-Linde 'Greenspire',LINDE,Alte Jakobstraße,50,165900,1992,27,Mitte,50,75,2
_68rvvkgo6,13.47117,52.51716,Pflaumenblättriger Weiss-Dorn,WEIßDORN,unbekannte Straße,unbekannte Nummer,60114,2013,6,Friedrichshain-Kreuzberg,10,160,4
_68yccijcv,13.41471,52.49409,"Sommer-Eiche, Stiel-Eiche",EICHE,unbekannte Straße,unbekannte Nummer,50075,1963,56,Friedrichshain-Kreuzberg,50,200,4
_693kr36v1,13.47993,52.50375,Echter Rotdorn,WEIßDORN,Geusenstraße,5,23SB01,2011,8,Lichtenberg,50,100,3
_6994rwkqg,13.32083,52.46004,Winter-Linde,LINDE,Zimmermannstraße,33,5018,1975,44,Steglitz-Zehlendorf,25,50,2
_69hs1q0v1,13.28081,52.53881,Echte Mehlbeere,MEHLBEERE,Goebelplatz,unbekannte Nummer,06982,2011,8,Charlottenburg-Wilmersdorf,50,60,2
_6a69r744n,13.42367,52.54377,Spitz-Ahorn,AHORN,Senefelderstraße,unbekannte Nummer,42683,1993,26,Pankow,10,80,4
_6afo8ukl5,13.29116,52.43917,Sommer-Linde,LINDE,Köhlerstraße,39,002499,1930,89,Steglitz-Zehlendorf,25,25,1
_6alot3ltk,13.52261,52.56501,Amerikanische Rot-Eiche,EICHE,Randowstraße,unbekannte Nummer,04SB05,1980,39,Lichtenberg,50,120,4
_6auvkrdvr,13.39231,52.53022,Weidenblättrige Birne,BIRNE,Schröderstraße,15,192200,1998,21,Mitte,50,50,1
_6av0ydrzi,13.43778,52.53275,"Berg-Ahorn, Weiss-Ahorn",AHORN,unbekannte Straße,unbekannte Nummer,70912,2015,4,Pankow,50,50,1
_6b3h8vogs,13.51195,52.45839,Säulenförmiger Spitz-Ahorn,AHORN,Brückenstraße,unbekannte Nummer,050054,2000,19,Treptow-Köpenick,10,20,2
_6b7zbh836,13.41463,52.49404,"Sommer-Eiche, Stiel-Eiche",EICHE,unbekannte Straße,unbekannte Nummer,60081,1978,41,Friedrichshain-Kreuzberg,50,200,4
_6bb4xt73i,13.47154,52.49647,Großblättrige Robinie,ROBINIE,Fischzug,unbekannte Nummer,FISCHZUG,2004,15,Friedrichshain-Kreuzberg,25,25,1
_6bsw0ba82,13.47799,52.49181,Feld-Ulme,ULME,unbekannte Straße,unbekannte Nummer,GRTUN1,1883,136,Friedrichshain-Kreuzberg,50,125,3
_6bzzqp8ne,13.51459,52.56901,Holländische Linde,LINDE,Crivitzer Straße,unbekannte Nummer,06SB01,1990,29,Lichtenberg,50,50,1
_6c9eehsqf,13.4614,52.51001,Schmalblättrige Esche,ESCHE,Krossener Straße,unbekannte Nummer,KROSSENE,2011,8,Friedrichshain-Kreuzberg,10,10,1
_6cr4l7elh,13.45876,52.52308,Spitz-Ahorn,AHORN,Zur Innung,unbekannte Nummer,09278,2008,11,Pankow,25,175,5
_6de2p8j9t,13.35632,52.54907,"Oxelbeere, Schwedische Mehlbeere",MEHLBEERE,Utrechter Straße,5,30637,1982,37,Mitte,25,25,1
_6dpd3kxk7,13.43914,52.46183,Hainbuche,HAINBUCHE,Bürgerstraße,48,793,1987,32,Neukölln,10,30,4
_6dqrcsmgh,13.42378,52.47821,Winter-Linde,LINDE,Weisestraße,56,4767,1985,34,Neukölln,50,755,18
_6eiagxgf8,13.42598,52.49182,Kaiser-Linde,LINDE,Hobrechtstraße,32,2012,1984,35,Neukölln,10,110,3
_6eo4wtm5v,13.33987,52.52323,Baum-Hasel,HASEL,Krefelder Straße,12,243400,1988,31,Mitte,25,25,1
_6equsan12,13.37967,52.49165,Apfel-Dorn,WEIßDORN,Hagelberger Straße,unbekannte Nummer,01792,1992,27,Friedrichshain-Kreuzberg,50,50,1
_6est0dcid,13.33904,52.47179,Winter-Linde 'Boehlje',LINDE,Wielandstraße,14,17747,2003,16,Tempelhof-Schöneberg,25,25,1
_6ew4drj0q,13.34525,52.52114,Winter-Linde 'Greenspire',LINDE,Claudiusstraße,4,225020,2005,14,Mitte,25,665,32
_6f34wtjfa,13.42261,52.54786,Krim-Linde,LINDE,Wichertstraße,unbekannte Nummer,43547,1963,56,Pankow,50,275,6
_6f6fgr1je,13.3548,52.5429,Feld-Ulme,ULME,Triftstraße,53,30668,1970,49,Mitte,25,50,2
_6f7rbymlb,13.34158,52.49541,Winter-Linde,LINDE,unbekannte Straße,unbekannte Nummer,17246.0,1970,49,Tempelhof-Schöneberg,5,5,1
_6f9p8rknz,13.43871,52.46178,Pyramiden-Hainbuche,HAINBUCHE,Bürgerstraße,unbekannte Nummer,793,2013,6,Neukölln,10,80,4
_6ftbwaztp,13.3798,52.49556,Linde,LINDE,Möckernstraße,unbekannte Nummer,03096,1938,81,Friedrichshain-Kreuzberg,50,50,1
_6fyilw3in,13.44422,52.49978,Winter-Linde,LINDE,Schlesische Straße,hsnr 10/11,03964,2014,5,Friedrichshain-Kreuzberg,25,150,4
_6g93ls37d,13.46281,52.49964,Baum-Hasel,HASEL,Corinthstraße,47,CORINTHS,2004,15,Friedrichshain-Kreuzberg,25,200,6
_6goslhk1z,13.32485,52.49041,"Sommer-Eiche, Stiel-Eiche",EICHE,Holsteinische Straße,16,02067,1983,36,Charlottenburg-Wilmersdorf,25,200,5
_6gxzb46ku,13.21477,52.43795,Sommer-Linde,LINDE,Matterhornstraße,62,3007,1960,59,Steglitz-Zehlendorf,10,10,1
_6h0st24ps,13.45502,52.52361,Holländische Linde,LINDE,Hausburgstraße,unbekannte Nummer,HAUSBURG,1980,39,Friedrichshain-Kreuzberg,50,50,1
_6hg9huama,13.48333,52.49535,Rotblühende Rosskastanie,ROSSKASTANIE,Paula-Fürst-Straße,8,29SB13,2009,10,Lichtenberg,50,50,1
_6hir8iq8u,13.4419,52.48872,Feld-Ahorn,AHORN,Harzer Straße,6,16231,2014,5,Neukölln,10,40,4
_6hwdg0ozt,13.4177,52.55612,Gewöhnliche Esche,ESCHE,Eschengraben,unbekannte Nummer,40768,2013,6,Pankow,50,50,1
_6hzfeqprz,13.41547,52.49455,Dreidorniger Lederhülsenbaum,GLEDITSCHIE,Böckhstraße,unbekannte Nummer,00630,1967,52,Friedrichshain-Kreuzberg,50,100,2
_6iiuuzb2g,13.47176,52.5173,Säulen-Eberesche,MEHLBEERE,Pettenkoferstraße,unbekannte Nummer,PETTENKO,2008,11,Friedrichshain-Kreuzberg,50,60,2
_6itq6dix4,13.30105,52.5132,Winter-Linde,LINDE,Kaiser-Friedrich-Straße,21,02288,1988,31,Charlottenburg-Wilmersdorf,50,100,2
_6iurdfkz6,13.34223,52.52817,Pyramiden-Hainbuche,HAINBUCHE,Bugenhagenstraße,6,221020,1984,35,Mitte,5,130,5
_6j2dt5gx0,13.51571,52.45476,Hainbuche,HAINBUCHE,Schnellerstraße,unbekannte Nummer,050254,2019,0,Treptow-Köpenick,25,25,1
_6j6xhlrs2,13.37893,52.4923,Linde,LINDE,Yorckstraße,unbekannte Nummer,04977,1990,29,Friedrichshain-Kreuzberg,25,40,3
_6j9z1o5iw,13.31067,52.502,Winter-Linde,LINDE,Sybelstraße,64,04392,1995,24,Charlottenburg-Wilmersdorf,25,100,6
_6jayok9kj,13.34168,52.47235,Japanische Zierkirsche 'Kanzan',undefined,Ceciliengärten,22,17893,2007,12,Tempelhof-Schöneberg,50,175,4
_6jgo24g0r,13.44694,52.52328,Schwedische Mehlbeere,MEHLBEERE,Wilhelm-Stolze-Straße,32,43576,2017,2,Friedrichshain-Kreuzberg,25,25,1
_6k50dosl4,13.2872,52.50347,"Berg-Ahorn, Weiss-Ahorn",AHORN,Herbartstraße,28,01942,1942,77,Charlottenburg-Wilmersdorf,50,50,1
_6kelhegzq,13.47112,52.49661,Großblättrige Robinie,ROBINIE,Fischzug,unbekannte Nummer,FISCHZUG,2005,14,Friedrichshain-Kreuzberg,10,10,1
_6kf3ynptu,13.3015,52.52733,Winter-Linde 'Greenspire',LINDE,Brahestraße,8,00693,2014,5,Charlottenburg-Wilmersdorf,25,75,2
_6kfae9d81,13.34375,52.49082,"Sommer-Eiche, Stiel-Eiche",EICHE,Berchtesgadener Straße,34,17650,1993,26,Tempelhof-Schöneberg,25,25,1
_6ko4h8s8q,13.3198,52.50469,Krim-Linde,LINDE,Bleibtreustraße,8-9,00607,1940,79,Charlottenburg-Wilmersdorf,50,100,2
_6kok3y4o3,13.3797,52.49412,Linde,LINDE,Möckernstraße,unbekannte Nummer,03096,1950,69,Friedrichshain-Kreuzberg,50,75,2
_6kphwmxxm,13.36715,52.54304,Baum-Hasel,HASEL,Lindower Straße,8,30612,2005,14,Mitte,50,150,3
_6kzchkogb,13.47066,52.51887,Säulen-Eberesche,MEHLBEERE,Pettenkoferstraße,unbekannte Nummer,PETTENKO,2008,11,Friedrichshain-Kreuzberg,10,10,1
_6l3vsvn51,13.34452,52.4653,Spitz-Ahorn,AHORN,Rubensstraße,105,17730,1978,41,Tempelhof-Schöneberg,10,110,3
_6l8vnto13,13.28929,52.48887,Amerikanische Rot-Eiche,EICHE,Paulsborner Straße,40,03415,1980,39,Charlottenburg-Wilmersdorf,25,25,1
_6ld58g6jt,13.32628,52.47882,"Sommer-Eiche, Stiel-Eiche",EICHE,Detmolder Straße,5,00957,1981,38,Charlottenburg-Wilmersdorf,25,125,3
_6lgnbsk8o,13.32153,52.47723,Gemeine Rosskastanie,ROSSKASTANIE,Kreisauer Straße,4,17848,1991,28,Tempelhof-Schöneberg,50,50,1
_6lnoihtnq,13.35663,52.54911,Kugel-Ahorn,AHORN,Utrechter Straße,10,30637,1954,65,Mitte,25,25,1
_6lo44l9ld,13.46827,52.51071,Winter-Linde,LINDE,Weichselstraße,unbekannte Nummer,WEICHSEL,1968,51,Friedrichshain-Kreuzberg,10,10,1
_6m1lx5jpi,13.46234,52.51878,Pflaumenblättriger Weiss-Dorn,WEIßDORN,unbekannte Straße,unbekannte Nummer,60114,2016,3,Friedrichshain-Kreuzberg,25,575,17
_6m5uodt1h,13.29656,52.47692,Ahornblättrige Platane,PLATANE,Reichenhaller Straße,17,03638,1980,39,Charlottenburg-Wilmersdorf,25,25,1
_6m6lnu9sd,13.34123,52.5303,Baum-Hasel,HASEL,Wilhelmshavener Straße,57,220720,1993,26,Mitte,50,350,7
_6mahehr2m,13.29525,52.43817,Gemeine Rosskastanie,ROSSKASTANIE,Friedrichstraße,unbekannte Nummer,001403,1940,79,Steglitz-Zehlendorf,5,5,1
_6mdhla0y2,13.38687,52.5106,Blauglockenbaum,PAULOWNIE,Mauerstraße,67,183300,2008,11,Mitte,50,130,9
_6mu3yc8cc,13.37347,52.55322,Spitz-Ahorn 'Schwedleri',AHORN,Gottschedstraße,13,369500,1959,60,Mitte,50,300,6
_6n7bqpbzl,13.51953,52.46442,Linde,LINDE,Griechische Allee,unbekannte Nummer,90174,1992,27,Treptow-Köpenick,10,10,1
_6ngiz7qel,13.30433,52.43416,Gemeine Rosskastanie,ROSSKASTANIE,Weddigenweg,ggü 69,004742,1995,24,Steglitz-Zehlendorf,50,110,4
_6nho2m4pv,13.43668,52.49769,Spitz-Ahorn,AHORN,Görlitzer Straße,unbekannte Nummer,01596,1933,86,Friedrichshain-Kreuzberg,50,50,1
_6o52yjo7y,13.55456,52.44095,Krim-Linde,LINDE,Waldstraße,unbekannte Nummer,070944,1957,62,Treptow-Köpenick,25,200,7
_6oj9f85j7,13.51717,52.46249,Säulenförmiger Spitz-Ahorn,AHORN,Schillerpromenade,unbekannte Nummer,090454,2002,17,Treptow-Köpenick,50,300,6
_6oki9xi8l,13.43732,52.48697,Winter-Linde,LINDE,Ossastraße,41,3346,1985,34,Neukölln,50,50,1
_6ophwgfb4,13.40849,52.53029,Säulenzierkirsche,undefined,Lottumstraße,unbekannte Nummer,41828,1997,22,Pankow,50,195,6
_6oq1nw78e,13.36312,52.48142,Winter-Linde,LINDE,Leuthener Platz,10,17701,1972,47,Tempelhof-Schöneberg,10,20,2
_6outw4r7v,13.34224,52.41956,Winter-Linde,LINDE,Apoldaer Straße,23-25,323,1985,34,Steglitz-Zehlendorf,10,10,1
_6ovcckn01,13.63277,52.45534,Spitz-Ahorn 'Deborah',AHORN,Hartlebenstraße,unbekannte Nummer,110314,2005,14,Treptow-Köpenick,50,75,2
_6p824snyo,13.36289,52.49574,Echte Mehlbeere,MEHLBEERE,Alvenslebenstraße,22,17912,1976,43,Tempelhof-Schöneberg,25,40,3
_6pkevwtd0,13.36003,52.47656,Ahornblättrige Platane,PLATANE,Gotenstraße,37,17673,1962,57,Tempelhof-Schöneberg,50,50,1
_6poglr5pa,13.25326,52.52101,Winter-Linde,LINDE,Westendallee,76,04813,1955,64,Charlottenburg-Wilmersdorf,50,100,2
_6q2jctem5,13.32548,52.46975,Krim-Linde,LINDE,Goßlerstraße,23,17680,1970,49,Tempelhof-Schöneberg,25,25,1
_6r1p0xtib,13.46419,52.51336,Kaiser-Linde,LINDE,Colbestraße,unbekannte Nummer,COLBESTR,1992,27,Friedrichshain-Kreuzberg,50,100,2
_6r1vriwnb,13.36767,52.5311,Pyramiden-Hainbuche,HAINBUCHE,Heidestraße,unbekannte Nummer,241800,2015,4,Mitte,50,50,1
_6rakg2nsx,13.46681,52.51742,Linde,LINDE,unbekannte Straße,unbekannte Nummer,60363,1998,21,Friedrichshain-Kreuzberg,25,400,9
_6rb54mc9k,13.51922,52.46392,"Sommer-Eiche, Stiel-Eiche",EICHE,unbekannte Straße,unbekannte Nummer,090061,1953,66,Treptow-Köpenick,5,15,2
_6rk7fh90b,13.36908,52.49023,Sommer-Linde,LINDE,Hochkirchstraße,12,17678,1965,54,Tempelhof-Schöneberg,25,50,2
_6rysd188l,13.41233,52.55231,Gewöhnliche Esche,ESCHE,Paul-Robeson-Straße,unbekannte Nummer,42791,1990,29,Pankow,50,60,2
_6s3jn17qx,13.34088,52.4815,Japanische Zierkirsche 'Kanzan',undefined,Nymphenburger Straße,2,17708,1975,44,Tempelhof-Schöneberg,50,100,2
_6sj03tt3u,13.52757,52.48415,Kaiser-Linde,LINDE,Weseler Straße,unbekannte Nummer,31SB41,2007,12,Lichtenberg,50,520,12
_6sl2mfbpu,13.29831,52.49643,Holländische Linde,LINDE,Johann-Georg-Straße,5,02249,1965,54,Charlottenburg-Wilmersdorf,5,5,1
_6smd83ikm,13.36253,52.48006,Baum-Hasel,HASEL,Gustav-Müller-Straße,32,17682,2011,8,Tempelhof-Schöneberg,25,25,1
_6t1x71tcl,13.32467,52.46801,Spitz-Ahorn,AHORN,Blankenbergstraße,4,17643,1997,22,Tempelhof-Schöneberg,10,20,2
_6t2cfepgb,13.40184,52.53825,Vogelbeere,MEHLBEERE,Rheinsberger Straße,25,189400,1995,24,Mitte,50,125,3
_6t4ulos5h,13.28678,52.53964,Spitz-Ahorn,AHORN,Halemweg,41,01801,1990,29,Charlottenburg-Wilmersdorf,25,25,1
_6t6hyvaj3,13.31362,52.4609,Gemeine Rosskastanie,ROSSKASTANIE,Gritznerstraße,69,1701,1945,74,Steglitz-Zehlendorf,10,10,1
_6t7lics4t,13.30689,52.5118,Winter-Linde,LINDE,Bismarckstraße,39,00583,1985,34,Charlottenburg-Wilmersdorf,50,150,3
_6td6uel7d,13.40948,52.58944,Eiche,EICHE,Körnerstraße,unbekannte Nummer,41629,2003,16,Pankow,5,5,1
_6tnhq2zfl,13.35856,52.53452,Spitz-Ahorn,AHORN,Lehrter Straße,53,222520,1975,44,Mitte,25,175,5
_6tum7xvli,13.43359,52.53478,Feld-Ahorn,AHORN,Dietrich-Bonhoeffer-Straße,unbekannte Nummer,43605,2009,10,Pankow,10,35,2
_6u58kkpzx,13.47055,52.51722,Krim-Linde,LINDE,unbekannte Straße,unbekannte Nummer,60114,1964,55,Friedrichshain-Kreuzberg,10,160,4
_6ujr8278o,13.40692,52.54902,Rot-Ahorn,AHORN,Kopenhagener Straße,unbekannte Nummer,41614,2013,6,Pankow,25,205,10
_6ullrpusb,13.30279,52.51595,Winter-Linde 'Greenspire',LINDE,Gierkezeile,34,01552,2009,10,Charlottenburg-Wilmersdorf,50,50,1
_6umgdkfx1,13.34454,52.46517,Winter-Linde,LINDE,Rubensstraße,107,17730,1975,44,Tempelhof-Schöneberg,10,70,3
_6uvcdxji0,13.36882,52.49175,Eingriffliger Weissdorn,WEIßDORN,Katzlerstraße,7,17696,2003,16,Tempelhof-Schöneberg,50,75,2
_6v2j24guk,13.49096,52.50626,Krim-Linde,LINDE,Giselastraße,unbekannte Nummer,24SB19,1924,95,Lichtenberg,10,15,2
_6vflsuauq,13.43919,52.46656,Linde,LINDE,Reinholdstraße,11,,1980,39,Neukölln,50,235,6
_6vjrp7891,13.46693,52.51283,Säulenförmiger Spitz-Ahorn,AHORN,Jungstraße,unbekannte Nummer,JUNG,1995,24,Friedrichshain-Kreuzberg,50,100,2
_6vsxhx24x,13.43299,52.53267,Hainbuche,HAINBUCHE,Liselotte-Herrmann-Straße,unbekannte Nummer,40049,1983,36,Pankow,25,100,4
_6vyhxaet2,13.42116,52.49239,Linde,LINDE,Schönleinstraße,unbekannte Nummer,04007,1964,55,Friedrichshain-Kreuzberg,25,50,2
_6vyzdkalq,13.31014,52.50209,Winter-Linde,LINDE,Sybelstraße,7,04392,1977,42,Charlottenburg-Wilmersdorf,25,110,5
_6w98zqryc,13.29198,52.42943,Winter-Linde,LINDE,Altdorfer Straße,62-54,000075,1945,74,Steglitz-Zehlendorf,10,30,3
_6wkygwh3x,13.46511,52.50509,Baum-Hasel,HASEL,Simplonstraße,unbekannte Nummer,SIMPLONS,1998,21,Friedrichshain-Kreuzberg,50,1050,21
_6x260sqen,13.33723,52.49888,Ahornblättrige Platane,PLATANE,Kelheimer Straße,2,02369,1906,113,Charlottenburg-Wilmersdorf,50,100,2
_6x5rlwxo0,13.34586,52.46485,Trauben-Kirsche 'Tiefurt',undefined,Peter-Vischer-Straße,unbekannte Nummer,17718,2006,13,Tempelhof-Schöneberg,50,100,2
_6x6dq0ekq,13.46442,52.51834,"Berg-Ahorn, Weiss-Ahorn",AHORN,unbekannte Straße,unbekannte Nummer,60114,1978,41,Friedrichshain-Kreuzberg,50,300,6
_6xalaiort,13.4315,52.50068,Linde,LINDE,Lausitzer Platz,unbekannte Nummer,07050,1965,54,Friedrichshain-Kreuzberg,50,50,1
_6xb7dn1dd,13.31325,52.50787,Pyramiden-Hainbuche,HAINBUCHE,Pestalozzistraße,17-19,03433,2017,2,Charlottenburg-Wilmersdorf,10,10,1
_6xenbx16l,13.41506,52.54422,"Süss-Kirsche,Vogel-Kirsche",undefined,Gneiststraße,unbekannte Nummer,41029,1988,31,Pankow,50,50,1
_6xnn1nazv,13.43454,52.53071,Linde,LINDE,Hufelandstraße,unbekannte Nummer,41384,1996,23,Pankow,25,280,16
_6xnqj8q0n,13.36687,52.50035,Spitz-Ahorn,AHORN,Pohlstraße,37,219620,2010,9,Mitte,25,35,2
_6xnwh4nkx,13.4674,52.51692,Chinesische Wild-Birne,BIRNE,Schreinerstraße,unbekannte Nummer,SCHREIN,1999,20,Friedrichshain-Kreuzberg,10,10,1
_6xr1s2lpn,13.33002,52.46797,Kaiser-Linde,LINDE,Roennebergstraße,4,17729,1995,24,Tempelhof-Schöneberg,25,25,1
_6xy7l4d5f,13.44972,52.44846,"Berg-Ahorn, Weiss-Ahorn",AHORN,Fritz-Reuter-Allee,46,1414,2012,7,Neukölln,25,50,2
_6xyw6vrcs,13.46283,52.48603,Sommer-Linde,LINDE,Herkomerstraße,unbekannte Nummer,20114,1994,25,Treptow-Köpenick,5,5,1
_6xzx1d9q7,13.33672,52.53248,Birken-Pappel,PAPPEL,Oldenburger Straße,25,220420,1985,34,Mitte,50,100,2
_6y0yyj8ov,13.47121,52.52924,"Berg-Ahorn, Weiss-Ahorn",AHORN,unbekannte Straße,unbekannte Nummer,19SB07,1998,21,Lichtenberg,25,25,1
_6y4ql2shp,13.42498,52.54366,Hainbuche,HAINBUCHE,Stargarder Straße,unbekannte Nummer,42762,1990,29,Pankow,10,20,2
_6y7xbu0gc,13.41497,52.5476,Spitz-Ahorn,AHORN,Stargarder Straße,unbekannte Nummer,42762,1990,29,Pankow,25,25,1
_6y7yaiilr,13.44627,52.52161,Baum-Hasel,HASEL,Richard-Sorge-Straße,unbekannte Nummer,RICHARD-,1977,42,Friedrichshain-Kreuzberg,25,275,7
_6yyo9odbr,13.45797,52.55038,Kleinkronige Winter-Linde,LINDE,Pistoriusstraße,unbekannte Nummer,42262,2006,13,Pankow,10,35,2
_6znxbdwt3,13.37724,52.55493,Spitz-Ahorn,AHORN,Koloniestraße,7,371500,1949,70,Mitte,50,220,6
_6zom3ocw3,13.47826,52.49165,Holländische Linde,LINDE,unbekannte Straße,unbekannte Nummer,GRTUN1,1913,106,Friedrichshain-Kreuzberg,50,100,2
_6zr1t9m1c,13.24031,52.59976,Echte Mehlbeere,MEHLBEERE,Schauflerpfad,21,03923-Str,1969,50,Reinickendorf,25,75,2
_700l09px8,13.3088,52.52466,Pyramiden-Hainbuche,HAINBUCHE,Nordhauser Straße,11,03266,1993,26,Charlottenburg-Wilmersdorf,25,75,2
_70i98uh0e,13.27554,52.51538,"Sommer-Eiche, Stiel-Eiche",EICHE,Eichenallee,3,01085,1980,39,Charlottenburg-Wilmersdorf,10,20,2
_70n3b7ipf,13.43438,52.54629,Apfel-Dorn,WEIßDORN,Gubitzstraße,unbekannte Nummer,41126,2017,2,Pankow,25,125,3
_70qqrd1um,13.43007,52.51811,Kaiser-Linde,LINDE,unbekannte Straße,unbekannte Nummer,KARL-MAR,2011,8,Friedrichshain-Kreuzberg,10,10,1
_70u2e9scy,13.28096,52.5859,Spitz-Ahorn,AHORN,Medebacher Weg,7,03023-Str,2000,19,Reinickendorf,10,380,18
_70yactv7l,13.37975,52.49482,Linde,LINDE,Möckernstraße,unbekannte Nummer,03096,1946,73,Friedrichshain-Kreuzberg,50,50,1
_713slsbyb,13.41291,52.55402,Winter-Linde,LINDE,Bornholmer Straße,unbekannte Nummer,06087,1993,26,Pankow,50,50,1
_71565p21p,13.44459,52.53203,Japanische Zierkirsche 'Kanzan',undefined,Erich-Boltze-Straße,unbekannte Nummer,41030,2005,14,Pankow,25,25,1
_71a1k13zx,13.44904,52.49006,Kleinkronige Winter-Linde,LINDE,Karl-Kunger-Straße,unbekannte Nummer,10144,1999,20,Treptow-Köpenick,25,75,3
_71kispdor,13.50514,52.51213,Sommer-Linde,LINDE,Skandinavische Straße,unbekannte Nummer,25SB07,1924,95,Lichtenberg,25,25,1
_727501mh1,13.4566,52.51098,Kaiser-Linde,LINDE,Simon-Dach-Straße,unbekannte Nummer,SIMON-DA,2006,13,Friedrichshain-Kreuzberg,5,60,10
_72c8rljhq,13.3498,52.50088,Silber-Linde,LINDE,Courbièrestraße,9,17900,1992,27,Tempelhof-Schöneberg,50,95,4
_72fgs0p3k,13.31239,52.46447,Rotblühende Rosskastanie,ROSSKASTANIE,Björnsonstraße,18,000594,1960,59,Steglitz-Zehlendorf,10,10,1
_72g13kp0z,13.33095,52.44717,Spitz-Ahorn,AHORN,Johanna-Stegen-Straße,13,002245,1982,37,Steglitz-Zehlendorf,25,60,3
_72gn56k5c,13.29315,52.51225,"Berg-Ahorn, Weiss-Ahorn",AHORN,Horstweg,8,02093,1987,32,Charlottenburg-Wilmersdorf,10,110,5
_72rvea1wb,13.35069,52.49762,Sommer-Linde,LINDE,Nollendorfstraße,19,17715,1987,32,Tempelhof-Schöneberg,50,200,4
_737378wsk,13.27958,52.59176,Zierapfel 'Eleyi',APFEL,unbekannte Straße,unbekannte Nummer,00755,2000,19,Reinickendorf,50,50,1
_73jtj0lie,13.44461,52.51041,Schwarz-Pappel,PAPPEL,unbekannte Straße,unbekannte Nummer,62161,1953,66,Friedrichshain-Kreuzberg,50,50,1
_73ku0jnrh,13.3894,52.58677,Kaiser-Linde,LINDE,Friedrich-Engels-Straße,unbekannte Nummer,40899,2014,5,Pankow,25,25,1
_73mai0e6k,13.40297,52.48497,"Berg-Ahorn, Weiss-Ahorn",AHORN,unbekannte Straße,unbekannte Nummer,50098,1953,66,Friedrichshain-Kreuzberg,5,5,1
_749zmzir4,13.39607,52.48976,Rot-/Weißdorn,WEIßDORN,Mittenwalder Straße,unbekannte Nummer,03095,1984,35,Friedrichshain-Kreuzberg,50,50,1
